"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000224802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224805",1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,2,2,0
"ENSG00000224806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224807",20,28,21,25,19,15,10,6,10,8,14,22,22,21,34,29,18,14,27,13
"ENSG00000224808",2,0,2,0,0,4,2,1,1,2,1,1,1,0,1,0,2,6,5,1
"ENSG00000224809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224810",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000224812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224815",0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000224816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224820",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000224821",19,19,20,26,32,3,4,2,2,2,7,1,4,4,2,4,3,3,7,1
"ENSG00000224822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000224827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224829",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000224830",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224831",18,34,35,23,15,5,2,14,17,14,10,19,48,20,21,7,4,1,4,12
"ENSG00000224832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224834",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000224836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224837",2,3,0,1,0,1,1,2,1,2,2,2,1,5,0,0,0,0,0,7
"ENSG00000224839",6,8,0,1,0,0,1,3,11,3,8,2,4,4,3,2,2,0,0,5
"ENSG00000224842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224844",0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,1,2,0,1,0
"ENSG00000224846",4,3,2,5,4,3,6,3,1,1,4,5,6,9,4,1,2,2,4,3
"ENSG00000224848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224855",101,86,82,77,78,67,57,52,34,61,76,117,132,90,86,94,121,107,118,121
"ENSG00000224856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224857",0,3,1,2,0,0,1,0,1,0,0,2,0,0,1,2,0,0,1,2
"ENSG00000224858",54,121,18,16,11,35,24,171,202,230,121,43,103,93,25,51,23,18,38,111
"ENSG00000224860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224861",385,482,129,75,65,100,71,383,510,577,470,235,405,433,158,271,150,71,128,607
"ENSG00000224863",1,1,2,3,0,1,2,2,1,0,6,1,1,1,1,2,1,4,2,1
"ENSG00000224864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224870",137,129,150,138,125,126,73,82,85,111,156,159,225,176,213,193,191,196,188,199
"ENSG00000224873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224875",26,28,30,18,16,18,12,18,14,9,12,18,23,30,25,16,24,30,31,24
"ENSG00000224876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224877",3,2,0,0,0,0,0,2,5,0,4,1,5,5,0,1,0,2,1,8
"ENSG00000224879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224881",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224883",107,105,93,113,121,80,58,47,41,64,145,175,220,238,208,85,66,104,78,80
"ENSG00000224884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224886",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224887",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000224888",386,436,436,543,505,666,478,432,442,602,346,295,438,411,541,611,486,592,631,400
"ENSG00000224891",55,57,40,47,55,30,30,31,37,54,29,45,49,49,43,24,24,29,42,30
"ENSG00000224892",0,2,0,0,0,0,0,1,5,0,0,0,2,0,1,0,0,0,0,0
"ENSG00000224893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224897",3,0,2,0,1,3,0,0,2,2,2,5,3,2,2,3,3,3,1,1
"ENSG00000224899",1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"ENSG00000224901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224903",7,8,9,10,12,14,8,9,4,10,10,14,11,11,8,12,13,10,12,8
"ENSG00000224904",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224906",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000224907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224908",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000224910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224911",27,33,25,27,30,15,21,14,12,16,23,20,24,34,28,21,14,15,15,12
"ENSG00000224914",32,21,12,20,17,23,17,15,6,10,13,16,25,25,28,25,17,13,22,30
"ENSG00000224916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224919",30,26,40,19,48,23,22,23,16,28,30,34,28,29,43,46,40,38,36,31
"ENSG00000224920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224934",0,5,1,4,3,0,0,0,1,0,5,2,4,4,1,0,0,0,1,1
"ENSG00000224935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224936",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224939",1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0
"ENSG00000224940",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000224945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000224946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224950",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"ENSG00000224953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224957",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000224958",1,0,4,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,0,0
"ENSG00000224959",0,3,5,2,1,2,2,0,2,3,2,1,5,2,5,8,3,7,2,4
"ENSG00000224960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224969",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"ENSG00000224970",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"ENSG00000224971",0,2,0,0,0,0,0,1,3,0,3,0,0,1,1,2,1,0,1,1
"ENSG00000224972",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224975",2,1,0,0,1,1,3,2,1,0,4,3,3,1,1,1,2,0,1,2
"ENSG00000224976",0,2,0,0,0,0,0,0,0,2,4,0,2,1,1,0,0,0,1,2
"ENSG00000224977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224981",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000224982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224985",657,680,654,662,812,806,669,637,555,915,744,905,832,840,872,963,796,966,1084,866
"ENSG00000224986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224988",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000224989",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2
"ENSG00000224992",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1
"ENSG00000224993",7,21,1,2,2,3,6,26,32,46,17,8,12,23,8,10,5,3,6,21
"ENSG00000224995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225000",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000225002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225005",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000225006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225016",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225017",0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225022",2,6,0,0,0,0,0,2,5,3,5,1,1,4,1,0,0,0,1,2
"ENSG00000225024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225026",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000225027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225031",10,26,0,2,3,6,4,22,32,46,31,11,20,19,4,13,4,2,2,18
"ENSG00000225032",591,698,624,693,771,378,305,187,248,292,669,657,835,803,817,451,316,440,435,365
"ENSG00000225036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225037",0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,1,0,2,0,1
"ENSG00000225039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225051",0,3,0,3,4,0,1,0,0,1,0,3,3,1,1,0,0,1,1,1
"ENSG00000225053",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"ENSG00000225055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225056",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225057",14,23,32,19,15,29,24,21,18,22,33,29,44,24,44,26,38,48,41,45
"ENSG00000225058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225062",2,1,1,0,0,0,1,0,1,1,1,1,2,0,2,0,0,0,1,0
"ENSG00000225063",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225067",33,69,5,6,4,8,2,67,97,95,48,24,65,79,12,32,9,5,6,113
"ENSG00000225069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225071",9,20,3,1,0,1,1,8,16,20,16,4,17,18,3,10,2,0,3,21
"ENSG00000225072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225075",115,121,97,99,108,142,120,107,110,132,91,150,146,147,133,124,98,106,113,89
"ENSG00000225076",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225077",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000225078",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225080",15,14,16,23,19,13,25,14,7,19,12,21,21,13,22,20,14,24,23,14
"ENSG00000225082",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225083",0,1,1,0,1,3,1,0,1,1,0,0,2,0,4,1,0,0,2,0
"ENSG00000225084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225091",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225092",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ENSG00000225093",2,2,0,0,0,0,0,3,5,3,0,0,3,4,0,1,0,0,1,4
"ENSG00000225094",3,1,1,3,5,0,0,0,2,0,1,1,4,4,2,1,0,1,4,1
"ENSG00000225096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225098",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000225099",0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0
"ENSG00000225100",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000225101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225107",0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000225108",1,1,1,2,5,4,0,1,1,1,2,3,5,3,10,6,5,1,6,5
"ENSG00000225110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225123",0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,0,1,2,1
"ENSG00000225124",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225127",22,23,25,27,23,6,0,2,1,4,19,31,50,34,34,3,2,3,2,1
"ENSG00000225128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225131",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000225136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225137",1,8,4,1,1,2,2,1,2,5,1,3,2,4,1,2,0,1,1,4
"ENSG00000225138",4,3,1,0,1,2,0,12,9,20,2,3,2,7,2,4,3,2,1,8
"ENSG00000225140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225146",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000225147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225148",0,0,0,0,2,1,4,1,5,2,1,0,2,6,4,3,0,0,2,1
"ENSG00000225151",7,8,2,1,2,1,2,4,5,3,2,6,13,7,1,3,1,3,0,3
"ENSG00000225152",0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"ENSG00000225154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000225156",0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,2,1,0
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225159",6,7,2,1,1,1,1,13,12,21,12,8,14,18,4,5,2,0,2,26
"ENSG00000225163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225169",3,2,2,1,1,1,2,0,0,1,0,1,2,0,1,0,0,1,0,1
"ENSG00000225170",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000225171",0,2,0,1,0,4,5,5,1,3,1,1,1,1,0,2,0,3,2,1
"ENSG00000225172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225173",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000225174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225177",2,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"ENSG00000225178",18,63,2,3,2,5,2,43,62,86,33,13,46,39,5,20,6,3,0,70
"ENSG00000225179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225180",1,2,1,0,1,2,1,0,0,1,1,2,0,0,0,0,1,0,2,2
"ENSG00000225181",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000225182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000225187",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"ENSG00000225189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225190",10,7,0,1,1,1,2,6,8,15,7,1,4,17,0,2,0,0,2,6
"ENSG00000225191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225193",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000225194",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
